customerId,customerName,customerCity,creditcardNumber,accountNumber,job,marital,education,housing,loan
31890,Ola,Pennsylvania,31890,31890,admin.,married,secondary,no,no
31891,Stacey,Columbia,31891,31891,blue-collar,single,secondary,yes,no
31892,Lisa,Newcastle,31892,31892,admin.,married,secondary,yes,no
31893,David,New York,31893,31893,unemployed,married,secondary,yes,yes
31894,Jeanette,San Jose,31894,31894,admin.,married,secondary,yes,no
31895,Adrian,Houston,31895,31895,management,married,tertiary,yes,no
31896,Peter,San Fransisco,31896,31896,blue-collar,married,secondary,yes,no
31897,CHRIS,Los Angeles,31897,31897,admin.,married,secondary,no,no
31898,Rhiannon,Jersey,31898,31898,technician,married,secondary,no,no
31899,Shelly,San Antonio,31899,31899,blue-collar,married,primary,yes,no
31900,Ola,Dallas,31900,31900,services,single,primary,yes,yes
31901,Stacey,Santa Clara,31901,31901,management,married,unknown,no,no
31902,Lisa,Rosselle,31902,31902,admin.,married,secondary,no,no
31903,David,Pittsburgh,31903,31903,services,divorced,secondary,no,yes
31904,Jeanette,Pennsylvania,31904,31904,admin.,married,secondary,yes,no
31905,Adrian,Columbia,31905,31905,retired,married,secondary,no,no
31906,Peter,Newcastle,31906,31906,entrepreneur,married,secondary,yes,no
31907,CHRIS,New York,31907,31907,management,divorced,tertiary,yes,no
31908,Rhiannon,San Jose,31908,31908,technician,married,secondary,yes,yes
31909,Shelly,Houston,31909,31909,admin.,married,secondary,no,no
31910,Ola,San Fransisco,31910,31910,self-employed,single,secondary,yes,no
31911,Stacey,Los Angeles,31911,31911,blue-collar,married,secondary,yes,no
31912,Lisa,Jersey,31912,31912,management,divorced,tertiary,yes,no
31913,David,San Antonio,31913,31913,blue-collar,married,secondary,yes,no
31914,Jeanette,Dallas,31914,31914,self-employed,married,secondary,no,no
31915,Adrian,Santa Clara,31915,31915,admin.,married,tertiary,no,no
31916,Peter,Rosselle,31916,31916,blue-collar,married,secondary,yes,yes
31917,CHRIS,Pittsburgh,31917,31917,services,single,secondary,yes,no
31918,Rhiannon,Pennsylvania,31918,31918,admin.,divorced,secondary,yes,no
31919,Shelly,Columbia,31919,31919,management,married,tertiary,no,no
31920,Ola,Newcastle,31920,31920,retired,divorced,primary,no,no
31921,Stacey,New York,31921,31921,student,single,secondary,no,no
31922,Lisa,San Jose,31922,31922,blue-collar,single,secondary,yes,no
31923,David,Houston,31923,31923,admin.,married,secondary,no,no
31924,Jeanette,San Fransisco,31924,31924,entrepreneur,married,tertiary,yes,no
31925,Adrian,Los Angeles,31925,31925,management,single,tertiary,no,no
31926,Peter,Jersey,31926,31926,blue-collar,married,primary,yes,no
31927,CHRIS,San Antonio,31927,31927,technician,single,tertiary,no,no
31928,Rhiannon,Dallas,31928,31928,technician,single,secondary,yes,no
31929,Shelly,Santa Clara,31929,31929,admin.,single,secondary,yes,no
31930,Ola,Rosselle,31930,31930,management,single,tertiary,yes,yes
31931,Stacey,Pittsburgh,31931,31931,blue-collar,married,secondary,yes,no
31932,Lisa,Pennsylvania,31932,31932,blue-collar,married,secondary,yes,no
31933,David,Columbia,31933,31933,entrepreneur,married,secondary,yes,no
31934,Jeanette,Newcastle,31934,31934,admin.,single,tertiary,yes,no
31935,Adrian,New York,31935,31935,blue-collar,married,secondary,yes,no
31936,Peter,San Jose,31936,31936,services,married,secondary,yes,no
31937,CHRIS,Houston,31937,31937,management,single,tertiary,yes,no
31938,Rhiannon,San Fransisco,31938,31938,admin.,married,tertiary,yes,no
31939,Shelly,Los Angeles,31939,31939,blue-collar,married,primary,yes,no
31940,Ola,Jersey,31940,31940,management,divorced,tertiary,yes,no
31941,Stacey,San Antonio,31941,31941,blue-collar,single,secondary,yes,no
31942,Lisa,Dallas,31942,31942,management,divorced,tertiary,yes,no
31943,David,Santa Clara,31943,31943,entrepreneur,married,tertiary,yes,no
31944,Jeanette,Rosselle,31944,31944,technician,married,secondary,yes,no
31945,Adrian,Pittsburgh,31945,31945,technician,married,tertiary,yes,no
31946,Peter,Pennsylvania,31946,31946,management,married,tertiary,no,no
31947,CHRIS,Columbia,31947,31947,technician,married,secondary,yes,no
31948,Rhiannon,Newcastle,31948,31948,management,married,tertiary,yes,yes
31949,Shelly,New York,31949,31949,management,married,tertiary,yes,no
31950,Ola,San Jose,31950,31950,blue-collar,married,primary,yes,no
31951,Stacey,Houston,31951,31951,blue-collar,married,primary,yes,no
31952,Lisa,San Fransisco,31952,31952,technician,married,secondary,yes,no
31953,David,Los Angeles,31953,31953,blue-collar,married,secondary,yes,yes
31954,Jeanette,Jersey,31954,31954,blue-collar,married,secondary,yes,no
31955,Adrian,San Antonio,31955,31955,entrepreneur,married,tertiary,yes,no
31956,Peter,Dallas,31956,31956,blue-collar,married,secondary,yes,no
31957,CHRIS,Santa Clara,31957,31957,admin.,single,secondary,yes,no
31958,Rhiannon,Rosselle,31958,31958,admin.,married,secondary,yes,no
31959,Shelly,Pittsburgh,31959,31959,blue-collar,married,secondary,yes,yes
31960,Ola,Pennsylvania,31960,31960,management,married,tertiary,yes,yes
31961,Stacey,Columbia,31961,31961,technician,single,secondary,yes,no
31962,Lisa,Newcastle,31962,31962,blue-collar,married,secondary,yes,no
31963,David,New York,31963,31963,blue-collar,married,secondary,yes,yes
31964,Jeanette,San Jose,31964,31964,admin.,divorced,secondary,yes,no
31965,Adrian,Houston,31965,31965,services,divorced,secondary,yes,no
31966,Peter,San Fransisco,31966,31966,blue-collar,divorced,secondary,yes,no
31967,CHRIS,Los Angeles,31967,31967,admin.,single,secondary,yes,no
31968,Rhiannon,Jersey,31968,31968,management,married,primary,yes,yes
31969,Shelly,San Antonio,31969,31969,blue-collar,single,secondary,yes,no
31970,Ola,Dallas,31970,31970,management,married,tertiary,yes,no
31971,Stacey,Santa Clara,31971,31971,blue-collar,married,secondary,yes,no
31972,Lisa,Rosselle,31972,31972,admin.,divorced,secondary,yes,no
31973,David,Pittsburgh,31973,31973,blue-collar,single,primary,yes,no
31974,Jeanette,Pennsylvania,31974,31974,blue-collar,married,primary,yes,no
31975,Adrian,Columbia,31975,31975,blue-collar,married,secondary,yes,yes
31976,Peter,Newcastle,31976,31976,blue-collar,married,secondary,yes,no
31977,CHRIS,New York,31977,31977,blue-collar,married,primary,yes,no
31978,Rhiannon,San Jose,31978,31978,technician,married,tertiary,yes,yes
31979,Shelly,Houston,31979,31979,admin.,married,secondary,yes,no
31980,Ola,San Fransisco,31980,31980,entrepreneur,single,tertiary,no,no
31981,Stacey,Los Angeles,31981,31981,blue-collar,married,primary,yes,no
31982,Lisa,Jersey,31982,31982,admin.,divorced,secondary,yes,no
31983,David,San Antonio,31983,31983,management,married,tertiary,yes,no
31984,Jeanette,Dallas,31984,31984,admin.,married,secondary,yes,no
31985,Adrian,Santa Clara,31985,31985,blue-collar,married,primary,yes,no
31986,Peter,Rosselle,31986,31986,blue-collar,married,primary,yes,no
31987,CHRIS,Pittsburgh,31987,31987,entrepreneur,divorced,secondary,yes,no
31988,Rhiannon,Pennsylvania,31988,31988,management,single,tertiary,yes,yes
31989,Shelly,Columbia,31989,31989,technician,single,tertiary,yes,no
31990,Ola,Newcastle,31990,31990,admin.,married,secondary,yes,no
31991,Stacey,New York,31991,31991,admin.,married,secondary,yes,no
31992,Lisa,San Jose,31992,31992,technician,married,secondary,yes,no
31993,David,Houston,31993,31993,services,married,secondary,yes,no
31994,Jeanette,San Fransisco,31994,31994,blue-collar,divorced,primary,yes,no
31995,Adrian,Los Angeles,31995,31995,admin.,divorced,secondary,yes,no
31996,Peter,Jersey,31996,31996,blue-collar,married,primary,no,no
31997,CHRIS,San Antonio,31997,31997,management,single,tertiary,no,no
31998,Rhiannon,Dallas,31998,31998,blue-collar,married,unknown,yes,no
31999,Shelly,Santa Clara,31999,31999,blue-collar,married,secondary,yes,no
32000,Ola,Rosselle,32000,32000,management,single,tertiary,yes,no
32001,Stacey,Pittsburgh,32001,32001,services,divorced,secondary,yes,no
32002,Lisa,Pennsylvania,32002,32002,management,single,tertiary,yes,no
32003,David,Columbia,32003,32003,blue-collar,married,secondary,yes,no
32004,Jeanette,Newcastle,32004,32004,admin.,single,secondary,yes,no
32005,Adrian,New York,32005,32005,services,single,secondary,no,no
32006,Peter,San Jose,32006,32006,self-employed,single,tertiary,yes,no
32007,CHRIS,Houston,32007,32007,self-employed,married,secondary,yes,no
32008,Rhiannon,San Fransisco,32008,32008,blue-collar,married,primary,yes,no
32009,Shelly,Los Angeles,32009,32009,blue-collar,married,tertiary,yes,no
32010,Ola,Jersey,32010,32010,retired,married,primary,no,no
32011,Stacey,San Antonio,32011,32011,management,married,tertiary,no,no
32012,Lisa,Dallas,32012,32012,blue-collar,married,secondary,yes,no
32013,David,Santa Clara,32013,32013,admin.,divorced,secondary,yes,no
32014,Jeanette,Rosselle,32014,32014,blue-collar,married,primary,no,no
32015,Adrian,Pittsburgh,32015,32015,technician,single,secondary,no,no
32016,Peter,Pennsylvania,32016,32016,technician,married,tertiary,yes,no
32017,CHRIS,Columbia,32017,32017,blue-collar,married,secondary,yes,no
32018,Rhiannon,Newcastle,32018,32018,services,married,secondary,yes,no
32019,Shelly,New York,32019,32019,services,single,secondary,yes,no
32020,Ola,San Jose,32020,32020,technician,single,tertiary,yes,no
32021,Stacey,Houston,32021,32021,blue-collar,married,secondary,yes,no
32022,Lisa,San Fransisco,32022,32022,services,married,secondary,yes,no
32023,David,Los Angeles,32023,32023,services,single,secondary,yes,no
32024,Jeanette,Jersey,32024,32024,management,married,tertiary,yes,no
32025,Adrian,San Antonio,32025,32025,management,married,tertiary,no,no
32026,Peter,Dallas,32026,32026,self-employed,married,tertiary,no,no
32027,CHRIS,Santa Clara,32027,32027,technician,single,primary,yes,no
32028,Rhiannon,Rosselle,32028,32028,technician,married,secondary,no,no
32029,Shelly,Pittsburgh,32029,32029,management,married,tertiary,yes,no
32030,Ola,Pennsylvania,32030,32030,technician,married,secondary,yes,no
32031,Stacey,Columbia,32031,32031,student,single,secondary,yes,no
32032,Lisa,Newcastle,32032,32032,unemployed,married,secondary,yes,no
32033,David,New York,32033,32033,housemaid,married,primary,no,no
32034,Jeanette,San Jose,32034,32034,blue-collar,married,primary,yes,no
32035,Adrian,Houston,32035,32035,blue-collar,single,secondary,yes,no
32036,Peter,San Fransisco,32036,32036,management,single,tertiary,no,no
32037,CHRIS,Los Angeles,32037,32037,technician,married,tertiary,yes,no
32038,Rhiannon,Jersey,32038,32038,admin.,single,secondary,yes,no
32039,Shelly,San Antonio,32039,32039,student,single,secondary,no,no
32040,Ola,Dallas,32040,32040,technician,married,secondary,yes,yes
32041,Stacey,Santa Clara,32041,32041,technician,married,secondary,yes,no
32042,Lisa,Rosselle,32042,32042,retired,married,secondary,no,no
32043,David,Pittsburgh,32043,32043,admin.,married,secondary,yes,no
32044,Jeanette,Pennsylvania,32044,32044,blue-collar,married,secondary,yes,no
32045,Adrian,Columbia,32045,32045,management,single,secondary,yes,no
32046,Peter,Newcastle,32046,32046,management,divorced,tertiary,yes,no
32047,CHRIS,New York,32047,32047,services,single,secondary,yes,no
32048,Rhiannon,San Jose,32048,32048,services,married,secondary,yes,no
32049,Shelly,Houston,32049,32049,management,married,secondary,no,no
32050,Ola,San Fransisco,32050,32050,housemaid,married,unknown,no,no
32051,Stacey,Los Angeles,32051,32051,admin.,divorced,secondary,no,no
32052,Lisa,Jersey,32052,32052,retired,married,secondary,no,no
32053,David,San Antonio,32053,32053,admin.,married,secondary,yes,no
32054,Jeanette,Dallas,32054,32054,admin.,married,secondary,yes,no
32055,Adrian,Santa Clara,32055,32055,blue-collar,married,primary,yes,no
32056,Peter,Rosselle,32056,32056,retired,married,primary,no,no
32057,CHRIS,Pittsburgh,32057,32057,management,single,tertiary,no,no
32058,Rhiannon,Pennsylvania,32058,32058,self-employed,married,tertiary,yes,no
32059,Shelly,Columbia,32059,32059,self-employed,divorced,tertiary,yes,no
32060,Ola,Newcastle,32060,32060,technician,single,tertiary,no,no
32061,Stacey,New York,32061,32061,housemaid,married,primary,no,no
32062,Lisa,San Jose,32062,32062,technician,single,primary,yes,no
32063,David,Houston,32063,32063,retired,married,primary,no,no
32064,Jeanette,San Fransisco,32064,32064,technician,single,tertiary,no,no
32065,Adrian,Los Angeles,32065,32065,retired,divorced,secondary,no,no
32066,Peter,Jersey,32066,32066,management,married,unknown,no,no
32067,CHRIS,San Antonio,32067,32067,blue-collar,married,secondary,yes,no
32068,Rhiannon,Dallas,32068,32068,blue-collar,single,secondary,yes,no
32069,Shelly,Santa Clara,32069,32069,retired,divorced,tertiary,no,no
32070,Ola,Rosselle,32070,32070,housemaid,married,tertiary,no,no
32071,Stacey,Pittsburgh,32071,32071,blue-collar,single,secondary,yes,no
32072,Lisa,Pennsylvania,32072,32072,services,married,secondary,yes,no
32073,David,Columbia,32073,32073,unemployed,married,tertiary,no,no
32074,Jeanette,Newcastle,32074,32074,services,married,secondary,yes,yes
32075,Adrian,New York,32075,32075,retired,divorced,unknown,no,no
32076,Peter,San Jose,32076,32076,admin.,single,tertiary,yes,no
32077,CHRIS,Houston,32077,32077,admin.,single,secondary,no,no
32078,Rhiannon,San Fransisco,32078,32078,blue-collar,married,primary,yes,no
32079,Shelly,Los Angeles,32079,32079,management,single,tertiary,yes,no
32080,Ola,Jersey,32080,32080,admin.,married,secondary,yes,no
32081,Stacey,San Antonio,32081,32081,management,married,tertiary,no,no
32082,Lisa,Dallas,32082,32082,blue-collar,married,primary,yes,no
32083,David,Santa Clara,32083,32083,technician,married,secondary,no,no
32084,Jeanette,Rosselle,32084,32084,blue-collar,married,secondary,yes,yes
32085,Adrian,Pittsburgh,32085,32085,blue-collar,married,secondary,no,no
32086,Peter,Pennsylvania,32086,32086,admin.,married,secondary,yes,no
32087,CHRIS,Columbia,32087,32087,admin.,single,secondary,yes,no
32088,Rhiannon,Newcastle,32088,32088,blue-collar,married,secondary,no,yes
32089,Shelly,New York,32089,32089,unemployed,single,secondary,no,no
32090,Ola,San Jose,32090,32090,unknown,married,unknown,no,no
32091,Stacey,Houston,32091,32091,services,divorced,secondary,no,no
32092,Lisa,San Fransisco,32092,32092,blue-collar,married,primary,no,no
32093,David,Los Angeles,32093,32093,admin.,single,secondary,no,no
32094,Jeanette,Jersey,32094,32094,blue-collar,married,secondary,yes,no
32095,Adrian,San Antonio,32095,32095,services,divorced,unknown,yes,no
32096,Peter,Dallas,32096,32096,management,single,tertiary,yes,no
32097,CHRIS,Santa Clara,32097,32097,blue-collar,married,primary,yes,no
32098,Rhiannon,Rosselle,32098,32098,services,married,secondary,yes,no
32099,Shelly,Pittsburgh,32099,32099,services,divorced,tertiary,yes,no
32100,Ola,Pennsylvania,32100,32100,management,married,secondary,no,no
32101,Stacey,Columbia,32101,32101,management,married,tertiary,yes,no
32102,Lisa,Newcastle,32102,32102,technician,married,secondary,no,no
32103,David,New York,32103,32103,services,married,secondary,yes,no
32104,Jeanette,San Jose,32104,32104,blue-collar,married,secondary,yes,no
32105,Adrian,Houston,32105,32105,admin.,married,secondary,yes,no
32106,Peter,San Fransisco,32106,32106,retired,married,primary,no,no
32107,CHRIS,Los Angeles,32107,32107,services,married,primary,yes,no
32108,Rhiannon,Jersey,32108,32108,services,married,secondary,yes,no
32109,Shelly,San Antonio,32109,32109,services,married,secondary,yes,no
32110,Ola,Dallas,32110,32110,entrepreneur,married,primary,yes,yes
32111,Stacey,Santa Clara,32111,32111,retired,divorced,primary,no,no
32112,Lisa,Rosselle,32112,32112,services,married,secondary,yes,no
32113,David,Pittsburgh,32113,32113,technician,married,secondary,yes,no
32114,Jeanette,Pennsylvania,32114,32114,services,divorced,secondary,yes,no
32115,Adrian,Columbia,32115,32115,management,single,tertiary,yes,no
32116,Peter,Newcastle,32116,32116,services,married,secondary,yes,yes
32117,CHRIS,New York,32117,32117,blue-collar,single,secondary,no,no
32118,Rhiannon,San Jose,32118,32118,management,married,secondary,no,no
32119,Shelly,Houston,32119,32119,technician,single,tertiary,yes,no
32120,Ola,San Fransisco,32120,32120,retired,married,primary,yes,no
32121,Stacey,Los Angeles,32121,32121,services,married,secondary,yes,yes
32122,Lisa,Jersey,32122,32122,admin.,single,secondary,yes,no
32123,David,San Antonio,32123,32123,management,married,tertiary,yes,no
32124,Jeanette,Dallas,32124,32124,management,married,secondary,yes,no
32125,Adrian,Santa Clara,32125,32125,services,single,secondary,yes,no
32126,Peter,Rosselle,32126,32126,technician,single,secondary,yes,yes
32127,CHRIS,Pittsburgh,32127,32127,blue-collar,married,primary,yes,no
32128,Rhiannon,Pennsylvania,32128,32128,blue-collar,married,secondary,yes,no
32129,Shelly,Columbia,32129,32129,technician,married,tertiary,yes,no
32130,Ola,Newcastle,32130,32130,blue-collar,married,primary,yes,no
32131,Stacey,New York,32131,32131,self-employed,divorced,secondary,yes,yes
32132,Lisa,San Jose,32132,32132,management,married,tertiary,yes,yes
32133,David,Houston,32133,32133,technician,married,secondary,no,no
32134,Jeanette,San Fransisco,32134,32134,self-employed,married,tertiary,no,no
32135,Adrian,Los Angeles,32135,32135,technician,married,secondary,yes,yes
32136,Peter,Jersey,32136,32136,blue-collar,married,secondary,no,no
32137,CHRIS,San Antonio,32137,32137,unemployed,divorced,secondary,yes,no
32138,Rhiannon,Dallas,32138,32138,blue-collar,married,secondary,yes,yes
32139,Shelly,Santa Clara,32139,32139,management,married,secondary,yes,no
32140,Ola,Rosselle,32140,32140,admin.,married,tertiary,no,no
32141,Stacey,Pittsburgh,32141,32141,services,single,secondary,yes,yes
32142,Lisa,Pennsylvania,32142,32142,admin.,married,secondary,no,no
32143,David,Columbia,32143,32143,self-employed,married,tertiary,no,no
32144,Jeanette,Newcastle,32144,32144,management,married,tertiary,yes,no
32145,Adrian,New York,32145,32145,services,married,primary,yes,no
32146,Peter,San Jose,32146,32146,self-employed,married,tertiary,yes,no
32147,CHRIS,Houston,32147,32147,blue-collar,married,secondary,no,no
32148,Rhiannon,San Fransisco,32148,32148,blue-collar,married,secondary,yes,no
32149,Shelly,Los Angeles,32149,32149,services,single,secondary,no,no
32150,Ola,Jersey,32150,32150,management,married,tertiary,no,no
32151,Stacey,San Antonio,32151,32151,management,married,secondary,yes,no
32152,Lisa,Dallas,32152,32152,management,married,tertiary,yes,no
32153,David,Santa Clara,32153,32153,blue-collar,single,secondary,yes,no
32154,Jeanette,Rosselle,32154,32154,retired,married,unknown,no,no
32155,Adrian,Pittsburgh,32155,32155,management,married,tertiary,no,no
32156,Peter,Pennsylvania,32156,32156,blue-collar,married,secondary,yes,no
32157,CHRIS,Columbia,32157,32157,blue-collar,divorced,secondary,yes,no
32158,Rhiannon,Newcastle,32158,32158,management,single,tertiary,yes,yes
32159,Shelly,New York,32159,32159,technician,single,secondary,no,no
32160,Ola,San Jose,32160,32160,services,single,secondary,yes,no
32161,Stacey,Houston,32161,32161,housemaid,divorced,primary,no,no
32162,Lisa,San Fransisco,32162,32162,admin.,single,secondary,yes,no
32163,David,Los Angeles,32163,32163,blue-collar,single,secondary,yes,no
32164,Jeanette,Jersey,32164,32164,retired,divorced,primary,no,yes
32165,Adrian,San Antonio,32165,32165,housemaid,married,primary,no,no
32166,Peter,Dallas,32166,32166,blue-collar,single,secondary,yes,no
32167,CHRIS,Santa Clara,32167,32167,housemaid,married,tertiary,no,no
32168,Rhiannon,Rosselle,32168,32168,technician,single,secondary,yes,no
32169,Shelly,Pittsburgh,32169,32169,blue-collar,divorced,primary,yes,no
32170,Ola,Pennsylvania,32170,32170,student,single,secondary,no,no
32171,Stacey,Columbia,32171,32171,blue-collar,married,primary,no,no
32172,Lisa,Newcastle,32172,32172,management,single,tertiary,yes,no
32173,David,New York,32173,32173,admin.,divorced,secondary,yes,no
32174,Jeanette,San Jose,32174,32174,blue-collar,married,primary,yes,no
32175,Adrian,Houston,32175,32175,admin.,single,secondary,yes,no
32176,Peter,San Fransisco,32176,32176,services,married,secondary,yes,no
32177,CHRIS,Los Angeles,32177,32177,blue-collar,single,secondary,yes,no
32178,Rhiannon,Jersey,32178,32178,management,single,tertiary,yes,no
32179,Shelly,San Antonio,32179,32179,blue-collar,married,primary,yes,no
32180,Ola,Dallas,32180,32180,management,single,tertiary,yes,no
32181,Stacey,Santa Clara,32181,32181,blue-collar,married,secondary,yes,no
32182,Lisa,Rosselle,32182,32182,housemaid,divorced,secondary,yes,no
32183,David,Pittsburgh,32183,32183,blue-collar,single,tertiary,yes,no
32184,Jeanette,Pennsylvania,32184,32184,retired,married,secondary,no,no
32185,Adrian,Columbia,32185,32185,technician,married,tertiary,yes,no
32186,Peter,Newcastle,32186,32186,unemployed,single,tertiary,no,no
32187,CHRIS,New York,32187,32187,services,married,secondary,yes,no
32188,Rhiannon,San Jose,32188,32188,technician,single,secondary,yes,no
32189,Shelly,Houston,32189,32189,admin.,single,secondary,yes,no
32190,Ola,San Fransisco,32190,32190,technician,single,tertiary,yes,no
32191,Stacey,Los Angeles,32191,32191,management,single,tertiary,yes,no
32192,Lisa,Jersey,32192,32192,blue-collar,married,primary,yes,no
32193,David,San Antonio,32193,32193,blue-collar,married,primary,no,no
32194,Jeanette,Dallas,32194,32194,management,single,secondary,no,no
32195,Adrian,Santa Clara,32195,32195,unemployed,married,tertiary,no,no
32196,Peter,Rosselle,32196,32196,management,married,tertiary,no,no
32197,CHRIS,Pittsburgh,32197,32197,management,divorced,tertiary,no,no
32198,Rhiannon,Pennsylvania,32198,32198,blue-collar,married,primary,yes,no
32199,Shelly,Columbia,32199,32199,management,divorced,tertiary,yes,no
32200,Ola,Newcastle,32200,32200,blue-collar,married,secondary,yes,no
32201,Stacey,New York,32201,32201,housemaid,married,unknown,yes,no
32202,Lisa,San Jose,32202,32202,services,married,secondary,yes,no
32203,David,Houston,32203,32203,technician,married,secondary,no,no
32204,Jeanette,San Fransisco,32204,32204,technician,married,secondary,yes,no
32205,Adrian,Los Angeles,32205,32205,retired,married,secondary,no,no
32206,Peter,Jersey,32206,32206,blue-collar,single,secondary,yes,no
32207,CHRIS,San Antonio,32207,32207,blue-collar,married,primary,yes,no
32208,Rhiannon,Dallas,32208,32208,self-employed,single,secondary,yes,no
32209,Shelly,Santa Clara,32209,32209,blue-collar,single,secondary,yes,no
32210,Ola,Rosselle,32210,32210,technician,divorced,secondary,no,no
32211,Stacey,Pittsburgh,32211,32211,housemaid,single,tertiary,yes,no
32212,Lisa,Pennsylvania,32212,32212,retired,married,primary,no,no
32213,David,Columbia,32213,32213,technician,married,secondary,yes,no
32214,Jeanette,Newcastle,32214,32214,management,single,tertiary,yes,no
32215,Adrian,New York,32215,32215,blue-collar,single,secondary,yes,no
32216,Peter,San Jose,32216,32216,technician,single,secondary,yes,yes
32217,CHRIS,Houston,32217,32217,admin.,divorced,secondary,yes,no
32218,Rhiannon,San Fransisco,32218,32218,blue-collar,married,secondary,yes,no
32219,Shelly,Los Angeles,32219,32219,admin.,married,secondary,yes,no
32220,Ola,Jersey,32220,32220,blue-collar,divorced,secondary,yes,no
32221,Stacey,San Antonio,32221,32221,blue-collar,divorced,primary,yes,no
32222,Lisa,Dallas,32222,32222,technician,single,secondary,yes,no
32223,David,Santa Clara,32223,32223,blue-collar,married,primary,yes,no
32224,Jeanette,Rosselle,32224,32224,blue-collar,married,unknown,yes,no
32225,Adrian,Pittsburgh,32225,32225,management,married,tertiary,yes,no
32226,Peter,Pennsylvania,32226,32226,blue-collar,married,secondary,yes,no
32227,CHRIS,Columbia,32227,32227,self-employed,married,tertiary,yes,no
32228,Rhiannon,Newcastle,32228,32228,blue-collar,married,primary,yes,no
32229,Shelly,New York,32229,32229,blue-collar,single,secondary,yes,no
32230,Ola,San Jose,32230,32230,management,married,tertiary,yes,no
32231,Stacey,Houston,32231,32231,management,single,secondary,yes,yes
32232,Lisa,San Fransisco,32232,32232,technician,married,tertiary,yes,no
32233,David,Los Angeles,32233,32233,blue-collar,married,primary,yes,no
32234,Jeanette,Jersey,32234,32234,admin.,married,secondary,yes,no
32235,Adrian,San Antonio,32235,32235,technician,single,tertiary,yes,no
32236,Peter,Dallas,32236,32236,management,single,tertiary,yes,no
32237,CHRIS,Santa Clara,32237,32237,blue-collar,married,primary,yes,no
32238,Rhiannon,Rosselle,32238,32238,blue-collar,married,primary,yes,no
32239,Shelly,Pittsburgh,32239,32239,services,married,secondary,yes,yes
32240,Ola,Pennsylvania,32240,32240,management,single,tertiary,yes,no
32241,Stacey,Columbia,32241,32241,blue-collar,divorced,secondary,yes,no
32242,Lisa,Newcastle,32242,32242,blue-collar,married,primary,yes,no
32243,David,New York,32243,32243,blue-collar,single,secondary,yes,yes
32244,Jeanette,San Jose,32244,32244,blue-collar,married,secondary,yes,no
32245,Adrian,Houston,32245,32245,admin.,married,secondary,yes,no
32246,Peter,San Fransisco,32246,32246,blue-collar,married,primary,yes,yes
32247,CHRIS,Los Angeles,32247,32247,entrepreneur,single,tertiary,yes,no
32248,Rhiannon,Jersey,32248,32248,blue-collar,married,secondary,yes,no
32249,Shelly,San Antonio,32249,32249,management,divorced,tertiary,yes,yes
32250,Ola,Dallas,32250,32250,services,single,secondary,yes,yes
32251,Stacey,Santa Clara,32251,32251,blue-collar,married,primary,yes,no
32252,Lisa,Rosselle,32252,32252,blue-collar,married,primary,yes,no
32253,David,Pittsburgh,32253,32253,management,single,tertiary,yes,no
32254,Jeanette,Pennsylvania,32254,32254,technician,married,secondary,yes,no
32255,Adrian,Columbia,32255,32255,blue-collar,single,secondary,yes,no
32256,Peter,Newcastle,32256,32256,blue-collar,single,secondary,yes,no
32257,CHRIS,New York,32257,32257,blue-collar,married,secondary,yes,no
32258,Rhiannon,San Jose,32258,32258,management,single,secondary,yes,no
32259,Shelly,Houston,32259,32259,admin.,single,secondary,yes,no
32260,Ola,San Fransisco,32260,32260,services,divorced,secondary,yes,no
32261,Stacey,Los Angeles,32261,32261,blue-collar,married,tertiary,yes,no
32262,Lisa,Jersey,32262,32262,blue-collar,single,secondary,yes,no
32263,David,San Antonio,32263,32263,technician,divorced,tertiary,yes,no
32264,Jeanette,Dallas,32264,32264,services,divorced,secondary,yes,yes
32265,Adrian,Santa Clara,32265,32265,management,single,tertiary,yes,no
32266,Peter,Rosselle,32266,32266,blue-collar,single,secondary,yes,no
32267,CHRIS,Pittsburgh,32267,32267,services,divorced,secondary,yes,no
32268,Rhiannon,Pennsylvania,32268,32268,management,married,tertiary,yes,no
32269,Shelly,Columbia,32269,32269,services,single,secondary,yes,no
32270,Ola,Newcastle,32270,32270,management,married,tertiary,no,no
32271,Stacey,New York,32271,32271,blue-collar,single,secondary,yes,no
32272,Lisa,San Jose,32272,32272,admin.,married,unknown,yes,no
32273,David,Houston,32273,32273,blue-collar,married,unknown,yes,no
32274,Jeanette,San Fransisco,32274,32274,technician,married,secondary,yes,no
32275,Adrian,Los Angeles,32275,32275,blue-collar,single,unknown,yes,no
32276,Peter,Jersey,32276,32276,technician,single,secondary,yes,no
32277,CHRIS,San Antonio,32277,32277,admin.,married,secondary,no,no
32278,Rhiannon,Dallas,32278,32278,management,divorced,secondary,no,no
32279,Shelly,Santa Clara,32279,32279,blue-collar,married,secondary,yes,no
32280,Ola,Rosselle,32280,32280,technician,married,tertiary,no,no
32281,Stacey,Pittsburgh,32281,32281,management,single,unknown,yes,no
32282,Lisa,Pennsylvania,32282,32282,technician,married,secondary,no,no
32283,David,Columbia,32283,32283,services,single,secondary,yes,no
32284,Jeanette,Newcastle,32284,32284,management,single,tertiary,yes,no
32285,Adrian,New York,32285,32285,blue-collar,married,primary,yes,no
32286,Peter,San Jose,32286,32286,blue-collar,married,secondary,yes,no
32287,CHRIS,Houston,32287,32287,management,married,tertiary,yes,no
32288,Rhiannon,San Fransisco,32288,32288,blue-collar,single,primary,yes,no
