accountNumber,accountBalance,housingLoan,vehicleLoan,branchCity
32056,1084,no,no,Rosselle
32057,702,no,no,Pittsburgh
32058,10005,yes,no,Pennsylvania
32059,6,yes,no,Newcastle
32060,1175,no,no,New York
32061,0,no,no,San Jose
32062,2731,yes,no,Houston
32063,2173,no,no,San Fransisco
32064,1012,no,no,Los Angeles
32065,105,no,no,Jersey
32066,448,no,no,San Antonio
32067,106,yes,no,Dallas
32068,1254,yes,no,Santa Clara
32069,4659,no,no,Rosselle
32070,1528,no,no,Pittsburgh
32071,47,yes,no,Pennsylvania
32072,489,yes,no,Newcastle
32073,330,no,no,New York
32074,6662,yes,yes,San Jose
32075,2628,no,no,Houston
32076,867,yes,no,San Fransisco
32077,731,no,no,Los Angeles
32078,2273,yes,no,Jersey
32079,574,yes,no,San Antonio
32080,395,yes,no,Dallas
32081,926,no,no,Santa Clara
32082,7685,yes,no,Rosselle
32083,3931,no,no,Pittsburgh
32084,1111,yes,yes,Pennsylvania
32085,325,no,no,Newcastle
32086,2374,yes,no,New York
32087,549,yes,no,San Jose
32088,0,no,yes,Houston
32089,25,no,no,San Fransisco
32090,2235,no,no,Los Angeles
32091,6101,no,no,Jersey
32092,1311,no,no,San Antonio
32093,852,no,no,Dallas
32094,681,yes,no,Santa Clara
32095,1877,yes,no,Rosselle
32096,2384,yes,no,Pittsburgh
32097,875,yes,no,Pennsylvania
32098,2904,yes,no,Newcastle
32099,877,yes,no,New York
32100,587,no,no,San Jose
32101,1944,yes,no,Houston
32102,0,no,no,San Fransisco
32103,205,yes,no,Los Angeles
32104,-145,yes,no,Jersey
32105,5250,yes,no,San Antonio
32106,0,no,no,Dallas
32107,2557,yes,no,Santa Clara
32108,421,yes,no,Rosselle
32109,381,yes,no,Pittsburgh
32110,726,yes,yes,Pennsylvania
32111,275,no,no,Newcastle
32112,1129,yes,no,New York
32113,2149,yes,no,San Jose
32114,1062,yes,no,Houston
32115,1271,yes,no,San Fransisco
32116,292,yes,yes,Los Angeles
32117,4,no,no,Jersey
32118,336,no,no,San Antonio
32119,0,yes,no,Dallas
32120,1515,yes,no,Santa Clara
32121,1836,yes,yes,Rosselle
32122,238,yes,no,Pittsburgh
32123,46,yes,no,Pennsylvania
32124,4105,yes,no,Newcastle
32125,-55,yes,no,New York
32126,674,yes,yes,San Jose
32127,3915,yes,no,Houston
32128,1738,yes,no,San Fransisco
32129,543,yes,no,Los Angeles
32130,12048,yes,no,Jersey
32131,8112,yes,yes,San Antonio
32132,4020,yes,yes,Dallas
32133,744,no,no,Santa Clara
32134,11387,no,no,Rosselle
32135,-292,yes,yes,Pittsburgh
32136,215,no,no,Pennsylvania
32137,342,yes,no,Newcastle
32138,1131,yes,yes,New York
32139,1160,yes,no,San Jose
32140,293,no,no,Houston
32141,194,yes,yes,San Fransisco
32142,855,no,no,Los Angeles
32143,1636,no,no,Jersey
32144,0,yes,no,San Antonio
32145,491,yes,no,Dallas
32146,202,yes,no,Santa Clara
32147,180,no,no,Rosselle
32148,217,yes,no,Pittsburgh
32149,133,no,no,Pennsylvania
32150,0,no,no,Newcastle
32151,152,yes,no,New York
32152,2173,yes,no,San Jose
32153,649,yes,no,Houston
32154,853,no,no,San Fransisco
32155,5698,no,no,Los Angeles
32156,2689,yes,no,Jersey
32157,1344,yes,no,San Antonio
32158,897,yes,yes,Dallas
32159,8381,no,no,Santa Clara
32160,205,yes,no,Rosselle
32161,1411,no,no,Pittsburgh
32162,11174,yes,no,Pennsylvania
32163,3612,yes,no,Newcastle
32164,2745,no,yes,New York
32165,2581,no,no,San Jose
32166,0,yes,no,Houston
32167,2290,no,no,San Fransisco
32168,439,yes,no,Los Angeles
32169,2656,yes,no,Jersey
32170,626,no,no,San Antonio
32171,3302,no,no,Dallas
32172,3981,yes,no,Santa Clara
32173,2397,yes,no,Rosselle
32174,388,yes,no,Pittsburgh
32175,430,yes,no,Pennsylvania
32176,254,yes,no,Newcastle
32177,484,yes,no,New York
32178,0,yes,no,San Jose
32179,4581,yes,no,Houston
32180,6158,yes,no,San Fransisco
32181,444,yes,no,Los Angeles
32182,-613,yes,no,Jersey
32183,3649,yes,no,San Antonio
32184,21446,no,no,Dallas
32185,677,yes,no,Santa Clara
32186,1683,no,no,Rosselle
32187,407,yes,no,Pittsburgh
32188,2660,yes,no,Pennsylvania
32189,985,yes,no,Newcastle
32190,1393,yes,no,New York
32191,876,yes,no,San Jose
32192,837,yes,no,Houston
32193,3498,no,no,San Fransisco
32194,2317,no,no,Los Angeles
32195,1801,no,no,Jersey
32196,937,no,no,San Antonio
32197,26,no,no,Dallas
32198,281,yes,no,Santa Clara
32199,893,yes,no,Rosselle
32200,-53,yes,no,Pittsburgh
32201,2337,yes,no,Pennsylvania
32202,1397,yes,no,Newcastle
32203,1762,no,no,New York
32204,0,yes,no,San Jose
32205,4269,no,no,Houston
32206,760,yes,no,San Fransisco
32207,453,yes,no,Los Angeles
32208,202,yes,no,Jersey
32209,1232,yes,no,San Antonio
32210,2189,no,no,Dallas
32211,23663,yes,no,Santa Clara
32212,2301,no,no,Rosselle
32213,158,yes,no,Pittsburgh
32214,1350,yes,no,Pennsylvania
32215,1306,yes,no,Newcastle
32216,309,yes,yes,New York
32217,589,yes,no,San Jose
32218,382,yes,no,Houston
32219,1597,yes,no,San Fransisco
32220,-464,yes,no,Los Angeles
32221,5041,yes,no,Jersey
32222,486,yes,no,San Antonio
32223,985,yes,no,Dallas
32224,665,yes,no,Santa Clara
32225,577,yes,no,Rosselle
32226,624,yes,no,Pittsburgh
32227,666,yes,no,Pennsylvania
32228,467,yes,no,Newcastle
32229,2553,yes,no,New York
32230,63,yes,no,San Jose
32231,-665,yes,yes,Houston
32232,352,yes,no,San Fransisco
32233,5542,yes,no,Los Angeles
32234,979,yes,no,Jersey
32235,2530,yes,no,San Antonio
32236,-670,yes,no,Dallas
32237,1209,yes,no,Santa Clara
32238,244,yes,no,Rosselle
32239,345,yes,yes,Pittsburgh
32240,937,yes,no,Pennsylvania
32241,3102,yes,no,Newcastle
32242,2110,yes,no,New York
32243,13654,yes,yes,San Jose
32244,8195,yes,no,Houston
32245,1933,yes,no,San Fransisco
32246,359,yes,yes,Los Angeles
32247,3469,yes,no,Jersey
32248,825,yes,no,San Antonio
32249,267,yes,yes,Dallas
32250,1063,yes,yes,Santa Clara
32251,1158,yes,no,Rosselle
32252,290,yes,no,Pittsburgh
32253,726,yes,no,Pennsylvania
32254,-54,yes,no,Newcastle
32255,2669,yes,no,New York
32256,778,yes,no,San Jose
32257,1981,yes,no,Houston
32258,8311,yes,no,San Fransisco
32259,-101,yes,no,Los Angeles
32260,904,yes,no,Jersey
32261,200,yes,no,San Antonio
32262,525,yes,no,Dallas
32263,1762,yes,no,Santa Clara
32264,1957,yes,yes,Rosselle
32265,816,yes,no,Pittsburgh
32266,423,yes,no,Pennsylvania
32267,81,yes,no,Newcastle
32268,322,yes,no,New York
32269,94,yes,no,San Jose
32270,2687,no,no,Houston
32271,6483,yes,no,San Fransisco
32272,-1,yes,no,Los Angeles
32273,1123,yes,no,Jersey
32274,545,yes,no,San Antonio
32275,431,yes,no,Dallas
32276,525,yes,no,Santa Clara
32277,3480,no,no,Rosselle
32278,-17,no,no,Pittsburgh
32279,2964,yes,no,Pennsylvania
32280,-251,no,no,Newcastle
32281,504,yes,no,New York
32282,183,no,no,San Jose
32283,2284,yes,no,Houston
32284,2523,yes,no,San Fransisco
32285,10045,yes,no,Los Angeles
32286,327,yes,no,Jersey
32287,1300,yes,no,San Antonio
32288,96,yes,no,Dallas
32289,3,yes,yes,Santa Clara
32290,1078,yes,no,Rosselle
32291,1534,yes,no,Pittsburgh
32292,0,yes,no,Pennsylvania
32293,736,yes,no,Newcastle
32294,1354,yes,no,New York
32295,887,yes,no,San Jose
32296,302,yes,yes,Houston
32297,2416,yes,no,San Fransisco
32298,3751,yes,no,Los Angeles
32299,146,no,no,Jersey
32300,1592,yes,no,San Antonio
32301,485,yes,no,Dallas
32302,0,no,no,Santa Clara
32303,691,yes,yes,Rosselle
32304,0,yes,yes,Pittsburgh
32305,2774,yes,no,Pennsylvania
32306,424,no,no,Newcastle
32307,952,yes,no,New York
32308,111,no,no,San Jose
32309,9,yes,yes,Houston
32310,0,yes,no,San Fransisco
32311,207,yes,no,Los Angeles
32312,1375,yes,no,Jersey
32313,294,no,no,San Antonio
32314,1004,yes,no,Dallas
32315,1414,yes,no,Santa Clara
32316,543,yes,no,Rosselle
32317,795,yes,yes,Pittsburgh
32318,1550,yes,no,Pennsylvania
32319,824,yes,no,Newcastle
32320,1144,yes,no,New York
32321,1576,yes,no,San Jose
32322,3771,no,no,Houston
32323,2441,yes,yes,San Fransisco
32324,934,yes,no,Los Angeles
32325,1598,yes,yes,Jersey
32326,445,yes,no,San Antonio
32327,68,yes,no,Dallas
32328,31,yes,no,Santa Clara
32329,528,yes,no,Rosselle
32330,1205,yes,no,Pittsburgh
32331,753,no,no,Pennsylvania
32332,2121,no,no,Newcastle
32333,741,yes,no,New York
32334,2171,yes,no,San Jose
32335,0,yes,no,Houston
32336,770,yes,no,San Fransisco
32337,1428,yes,no,Los Angeles
32338,26,yes,no,Jersey
32339,268,no,no,San Antonio
32340,4319,no,no,Dallas
32341,26,no,no,Santa Clara
32342,8238,yes,yes,Rosselle
32343,855,yes,no,Pittsburgh
32344,0,yes,no,Pennsylvania
32345,854,no,no,Newcastle
32346,644,yes,no,New York
32347,614,yes,no,San Jose
32348,818,yes,yes,Houston
32349,274,yes,no,San Fransisco
32350,214,no,no,Los Angeles
32351,3170,yes,no,Jersey
32352,-932,yes,no,San Antonio
32353,198,yes,no,Dallas
32354,430,yes,no,Santa Clara
32355,212,yes,yes,Rosselle
32356,1681,no,no,Pittsburgh
32357,3512,no,no,Pennsylvania
32358,240,yes,no,Newcastle
32359,9610,yes,no,New York
32360,180,yes,no,San Jose
32361,51,yes,yes,Houston
32362,-2,yes,yes,San Fransisco
32363,297,yes,no,Los Angeles
32364,1019,yes,no,Jersey
32365,2511,yes,no,San Antonio
32366,519,yes,no,Dallas
32367,2519,yes,no,Santa Clara
32368,300,yes,no,Rosselle
32369,281,yes,no,Pittsburgh
32370,4788,yes,no,Pennsylvania
32371,-197,yes,no,Newcastle
32372,783,yes,no,New York
32373,736,yes,no,San Jose
32374,0,yes,no,Houston
32375,5012,yes,no,San Fransisco
32376,470,yes,no,Los Angeles
32377,1138,no,no,Jersey
32378,113,yes,no,San Antonio
32379,669,yes,no,Dallas
32380,1790,yes,no,Santa Clara
32381,1154,yes,no,Rosselle
32382,2848,yes,no,Pittsburgh
32383,319,yes,no,Pennsylvania
32384,-277,yes,no,Newcastle
32385,2422,yes,no,New York
32386,951,yes,no,San Jose
32387,109,yes,no,Houston
32388,560,yes,yes,San Fransisco
32389,4596,yes,no,Los Angeles
32390,0,yes,no,Jersey
32391,60,yes,no,San Antonio
32392,1273,yes,no,Dallas
32393,5,yes,no,Santa Clara
32394,6,yes,yes,Rosselle
32395,35,yes,no,Pittsburgh
32396,1473,yes,yes,Pennsylvania
32397,2084,yes,no,Newcastle
32398,1027,yes,no,New York
32399,6627,yes,no,San Jose
32400,1036,yes,yes,Houston
32401,918,yes,no,San Fransisco
32402,2015,yes,no,Los Angeles
32403,1216,yes,no,Jersey
32404,2366,yes,no,San Antonio
32405,301,yes,no,Dallas
32406,183,yes,no,Santa Clara
32407,1167,yes,yes,Rosselle
32408,-367,yes,no,Pittsburgh
32409,828,yes,no,Pennsylvania
32410,-214,yes,no,Newcastle
32411,601,yes,no,New York
32412,695,yes,no,San Jose
32413,4137,yes,no,Houston
32414,617,yes,no,San Fransisco
32415,516,yes,no,Los Angeles
32416,3350,yes,no,Jersey
32417,3703,yes,no,San Antonio
32418,5511,no,no,Dallas
32419,-692,yes,no,Santa Clara
32420,124,yes,no,Rosselle
32421,395,yes,no,Pittsburgh
32422,392,yes,yes,Pennsylvania
32423,4457,yes,no,Newcastle
32424,411,yes,no,New York
32425,3994,no,yes,San Jose
32426,4582,yes,no,Houston
32427,611,yes,no,San Fransisco
32428,1121,yes,yes,Los Angeles
32429,1524,yes,no,Jersey
32430,1617,yes,no,San Antonio
32431,866,yes,no,Dallas
32432,2140,yes,no,Santa Clara
32433,431,yes,no,Rosselle
32434,469,no,no,Pittsburgh
32435,0,yes,no,Pennsylvania
32436,2958,yes,no,Newcastle
32437,67,yes,no,New York
32438,639,yes,no,San Jose
32439,630,yes,no,Houston
32440,0,yes,no,San Fransisco
32441,2720,yes,no,Los Angeles
32442,0,yes,no,Jersey
32443,14,yes,yes,San Antonio
32444,1943,yes,no,Dallas
32445,433,yes,no,Santa Clara
32446,12,yes,no,Rosselle
32447,0,yes,no,Pittsburgh
32448,525,no,no,Pennsylvania
32449,160,yes,yes,Newcastle
32450,284,yes,yes,New York
32451,-76,yes,no,San Jose
32452,639,no,no,Houston
32453,52,yes,no,San Fransisco
32454,734,yes,no,Los Angeles
32455,245,yes,no,Jersey
32456,75,yes,no,San Antonio
32457,818,yes,yes,Dallas
32458,1906,yes,no,Santa Clara
32459,57,yes,no,Rosselle
32460,2415,yes,yes,Pittsburgh
32461,241,yes,no,Pennsylvania
32462,1423,yes,no,Newcastle
32463,932,yes,no,New York
32464,844,no,no,San Jose
32465,750,yes,yes,Houston
32466,38,yes,no,San Fransisco
32467,1319,yes,no,Los Angeles
32468,117,yes,no,Jersey
32469,126,yes,no,San Antonio
32470,180,yes,no,Dallas
32471,0,no,no,Santa Clara
32472,471,yes,no,Rosselle
32473,1312,yes,no,Pittsburgh
32474,5219,yes,no,Pennsylvania
32475,7048,yes,no,Newcastle
32476,125,yes,no,New York
32477,168,yes,no,San Jose
32478,1594,yes,no,Houston
32479,208,yes,no,San Fransisco
32480,872,yes,no,Los Angeles
32481,8436,yes,no,Jersey
32482,44,yes,no,San Antonio
32483,74,yes,no,Dallas
32484,660,yes,yes,Santa Clara
32485,79,yes,no,Rosselle
32486,148,yes,no,Pittsburgh
32487,397,yes,no,Pennsylvania
32488,346,yes,no,Newcastle
32489,105,yes,no,New York
32490,525,yes,yes,San Jose
32491,51,yes,no,Houston
32492,-170,yes,yes,San Fransisco
32493,110,yes,yes,Los Angeles
32494,514,yes,no,Jersey
32495,1118,yes,no,San Antonio
32496,1794,yes,no,Dallas
32497,121,yes,no,Santa Clara
32498,1111,yes,no,Rosselle
32499,1940,yes,no,Pittsburgh
32500,442,yes,yes,Pennsylvania
32501,191,yes,no,Newcastle
32502,590,yes,no,New York
32503,933,yes,no,San Jose
32504,798,no,no,Houston
32505,2358,yes,no,San Fransisco
32506,3738,yes,no,Los Angeles
32507,1895,yes,no,Jersey
32508,459,yes,no,San Antonio
32509,216,yes,yes,Dallas
32510,-402,yes,no,Santa Clara
32511,279,yes,no,Rosselle
32512,528,yes,no,Pittsburgh
32513,232,yes,yes,Pennsylvania
32514,120,yes,no,Newcastle
32515,781,yes,no,New York
32516,0,yes,no,San Jose
32517,788,yes,no,Houston
32518,566,yes,yes,San Fransisco
32519,264,yes,no,Los Angeles
32520,664,yes,no,Jersey
32521,2128,yes,no,San Antonio
32522,98,yes,no,Dallas
32523,1134,yes,no,Santa Clara
32524,865,yes,no,Rosselle
32525,127,yes,no,Pittsburgh
32526,1790,no,no,Pennsylvania
32527,456,yes,yes,Newcastle
32528,616,yes,no,New York
32529,1399,yes,no,San Jose
32530,378,yes,no,Houston
32531,450,yes,no,San Fransisco
32532,210,yes,yes,Los Angeles
32533,493,no,no,Jersey
32534,135,yes,no,San Antonio
32535,489,yes,no,Dallas
32536,445,yes,no,Santa Clara
32537,510,yes,no,Rosselle
32538,442,yes,no,Pittsburgh
32539,90,yes,no,Pennsylvania
32540,1226,yes,no,Newcastle
32541,245,yes,yes,New York
32542,181,yes,no,San Jose
32543,1536,yes,no,Houston
32544,205,yes,no,San Fransisco
32545,359,yes,no,Los Angeles
32546,295,yes,no,Jersey
32547,249,yes,no,San Antonio
32548,0,yes,no,Dallas
32549,703,no,no,Santa Clara
32550,391,yes,no,Rosselle
32551,7,yes,no,Pittsburgh
32552,296,no,no,Pennsylvania
32553,5354,yes,no,Newcastle
32554,63,yes,no,New York
32555,325,yes,no,San Jose
32556,263,yes,no,Houston
32557,-402,yes,no,San Fransisco
32558,-779,yes,yes,Los Angeles
32559,3242,yes,no,Jersey
32560,35,yes,no,San Antonio
32561,3508,yes,no,Dallas
32562,512,yes,yes,Santa Clara
32563,0,yes,no,Rosselle
32564,0,no,no,Pittsburgh
32565,770,yes,no,Pennsylvania
32566,1374,yes,no,Newcastle
32567,568,yes,no,New York
32568,293,yes,no,San Jose
32569,-88,yes,yes,Houston
32570,1059,yes,no,San Fransisco
32571,-163,yes,no,Los Angeles
32572,202,yes,no,Jersey
32573,-181,yes,no,San Antonio
32574,2595,yes,yes,Dallas
32575,435,yes,no,Santa Clara
32576,-133,yes,no,Rosselle
32577,8444,yes,no,Pittsburgh
32578,288,yes,no,Pennsylvania
32579,0,yes,no,Newcastle
32580,1065,yes,yes,New York
32581,-126,yes,no,San Jose
32582,-92,yes,no,Houston
32583,32,yes,yes,San Fransisco
32584,578,yes,no,Los Angeles
32585,9,yes,yes,Jersey
32586,294,yes,no,San Antonio
32587,670,yes,no,Dallas
32588,595,yes,no,Santa Clara
32589,948,yes,no,Rosselle
32590,13546,no,no,Pittsburgh
32591,407,yes,no,Pennsylvania
32592,561,yes,no,Newcastle
32593,243,yes,no,New York
32594,658,yes,yes,San Jose
32595,314,yes,no,Houston
32596,372,yes,no,San Fransisco
32597,490,yes,no,Los Angeles
32598,971,yes,no,Jersey
32599,314,yes,yes,San Antonio
32600,-175,yes,yes,Dallas
32601,375,yes,no,Santa Clara
32602,414,yes,no,Rosselle
32603,6525,yes,no,Pittsburgh
32604,329,yes,no,Pennsylvania
32605,598,yes,no,Newcastle
32606,289,yes,no,New York
32607,578,yes,no,San Jose
32608,48,yes,no,Houston
32609,223,yes,no,San Fransisco
32610,264,yes,no,Los Angeles
32611,214,yes,no,Jersey
32612,551,yes,no,San Antonio
32613,253,yes,no,Dallas
32614,-508,yes,no,Santa Clara
32615,543,yes,no,Rosselle
32616,48,yes,no,Pittsburgh
32617,-43,yes,yes,Pennsylvania
32618,1187,yes,no,Newcastle
32619,16,no,no,New York
32620,523,yes,no,San Jose
32621,306,yes,no,Houston
32622,782,yes,no,San Fransisco
32623,329,yes,no,Los Angeles
32624,394,yes,no,Jersey
32625,104,yes,no,San Antonio
32626,505,yes,no,Dallas
32627,793,yes,no,Santa Clara
32628,642,yes,no,Rosselle
32629,457,yes,no,Pittsburgh
32630,-113,yes,no,Pennsylvania
32631,615,yes,no,Newcastle
32632,302,yes,no,New York
32633,953,yes,no,San Jose
32634,3429,yes,no,Houston
32635,1408,yes,no,San Fransisco
32636,1413,yes,no,Los Angeles
32637,247,no,no,Jersey
32638,1776,yes,yes,San Antonio
32639,436,yes,no,Dallas
32640,1010,yes,no,Santa Clara
32641,2264,yes,no,Rosselle
32642,195,yes,no,Pittsburgh
32643,1143,yes,no,Pennsylvania
32644,4795,yes,no,Newcastle
32645,976,yes,no,New York
32646,190,yes,yes,San Jose
32647,334,yes,no,Houston
32648,398,yes,no,San Fransisco
32649,3975,yes,yes,Los Angeles
32650,1641,yes,no,Jersey
32651,316,yes,no,San Antonio
32652,2990,yes,no,Dallas
32653,1074,yes,no,Santa Clara
32654,2,yes,yes,Rosselle
32655,5,no,no,Pittsburgh
32656,-90,yes,no,Pennsylvania
32657,172,yes,no,Newcastle
32658,383,yes,yes,New York
32659,887,yes,no,San Jose
32660,1558,yes,no,Houston
32661,-7,yes,no,San Fransisco
32662,197,yes,no,Los Angeles
32663,580,yes,yes,Jersey
32664,437,yes,yes,San Antonio
32665,228,yes,no,Dallas
32666,99,yes,no,Santa Clara
32667,747,yes,yes,Rosselle
32668,300,yes,yes,Pittsburgh
32669,21,no,no,Pennsylvania
32670,736,yes,yes,Newcastle
32671,675,yes,no,New York
32672,0,yes,no,San Jose
32673,9269,yes,yes,Houston
32674,1476,yes,no,San Fransisco
32675,722,yes,no,Los Angeles
32676,273,yes,no,Jersey
32677,275,yes,no,San Antonio
32678,9,yes,no,Dallas
32679,3028,yes,no,Santa Clara
32680,985,yes,no,Rosselle
32681,1912,yes,no,Pittsburgh
32682,91,no,no,Pennsylvania
32683,426,yes,no,Newcastle
32684,556,yes,no,New York
32685,271,yes,yes,San Jose
32686,205,yes,no,Houston
32687,-44,yes,yes,San Fransisco
32688,225,yes,no,Los Angeles
32689,1222,yes,yes,Jersey
32690,4515,no,no,San Antonio
32691,1096,yes,no,Dallas
32692,260,yes,no,Santa Clara
32693,825,yes,no,Rosselle
32694,-317,yes,no,Pittsburgh
32695,398,yes,yes,Pennsylvania
32696,408,yes,no,Newcastle
32697,8295,yes,no,New York
32698,1272,yes,no,San Jose
32699,69,yes,no,Houston
32700,3481,no,no,San Fransisco
32701,5432,yes,yes,Los Angeles
32702,0,yes,no,Jersey
32703,-6,yes,no,San Antonio
32704,265,yes,no,Dallas
32705,2018,yes,yes,Santa Clara
32706,2021,yes,yes,Rosselle
32707,578,yes,yes,Pittsburgh
32708,928,yes,no,Pennsylvania
32709,185,yes,no,Newcastle
32710,43,yes,no,New York
32711,1415,yes,no,San Jose
32712,2017,yes,no,Houston
32713,93,yes,no,San Fransisco
32714,-3058,yes,yes,Los Angeles
32715,-256,yes,no,Jersey
32716,1028,yes,yes,San Antonio
32717,229,yes,no,Dallas
32718,375,yes,yes,Santa Clara
32719,382,yes,no,Rosselle
32720,115,yes,yes,Pittsburgh
32721,1467,yes,no,Pennsylvania
32722,432,yes,no,Newcastle
32723,598,yes,no,New York
32724,540,yes,no,San Jose
32725,277,yes,no,Houston
32726,-172,yes,yes,San Fransisco
32727,733,yes,no,Los Angeles
32728,5,yes,no,Jersey
32729,224,yes,no,San Antonio
32730,968,no,no,Dallas
32731,760,no,yes,Santa Clara
32732,137,yes,no,Rosselle
32733,5795,yes,no,Pittsburgh
32734,7107,yes,no,Pennsylvania
32735,165,yes,no,Newcastle
32736,-196,yes,yes,New York
32737,397,yes,no,San Jose
32738,1171,yes,no,Houston
32739,499,no,no,San Fransisco
32740,390,yes,no,Los Angeles
32741,4963,yes,no,Jersey
32742,191,yes,no,San Antonio
32743,375,yes,no,Dallas
32744,26,yes,no,Santa Clara
32745,475,yes,no,Rosselle
32746,-219,yes,no,Pittsburgh
32747,-447,yes,no,Pennsylvania
32748,683,no,no,Newcastle
32749,385,yes,no,New York
32750,2273,yes,no,San Jose
32751,572,yes,yes,Houston
32752,4,yes,no,San Fransisco
32753,1010,yes,no,Los Angeles
32754,61,no,no,Jersey
32755,445,yes,no,San Antonio
32756,188,yes,no,Dallas
32757,4771,yes,no,Santa Clara
32758,8148,yes,no,Rosselle
32759,1127,yes,no,Pittsburgh
32760,3154,yes,no,Pennsylvania
32761,0,yes,no,Newcastle
32762,816,yes,no,New York
32763,1990,yes,yes,San Jose
32764,5833,yes,no,Houston
32765,142,yes,no,San Fransisco
32766,3669,yes,no,Los Angeles
32767,528,yes,no,Jersey
32768,3217,yes,yes,San Antonio
32769,246,yes,no,Dallas
32770,390,yes,no,Santa Clara
32771,1180,yes,no,Rosselle
32772,315,yes,no,Pittsburgh
32773,703,yes,no,Pennsylvania
32774,424,yes,no,Newcastle
32775,-26,no,no,New York
32776,450,yes,no,San Jose
32777,248,yes,no,Houston
32778,2200,yes,no,San Fransisco
32779,382,yes,no,Los Angeles
32780,277,yes,no,Jersey
32781,186,yes,no,San Antonio
32782,1277,yes,no,Dallas
32783,9305,yes,no,Santa Clara
32784,678,yes,no,Rosselle
32785,270,yes,no,Pittsburgh
32786,437,yes,no,Pennsylvania
32787,507,yes,no,Newcastle
32788,199,yes,no,New York
32789,-109,yes,yes,San Jose
32790,884,yes,yes,Houston
32791,395,yes,no,San Fransisco
32792,876,no,no,Los Angeles
32793,209,yes,no,Jersey
32794,351,yes,no,San Antonio
32795,801,yes,no,Dallas
32796,940,yes,no,Santa Clara
32797,266,yes,no,Rosselle
32798,3977,yes,no,Pittsburgh
32799,85,yes,no,Pennsylvania
32800,2348,yes,no,Newcastle
32801,520,yes,no,New York
32802,3954,yes,no,San Jose
32803,2988,no,no,Houston
32804,92,yes,no,San Fransisco
32805,430,yes,no,Los Angeles
32806,824,yes,no,Jersey
32807,5873,no,no,San Antonio
32808,2945,yes,no,Dallas
32809,566,yes,no,Santa Clara
32810,371,yes,yes,Rosselle
32811,134,yes,no,Pittsburgh
32812,668,yes,no,Pennsylvania
32813,29,yes,no,Newcastle
32814,696,no,no,New York
32815,-372,yes,no,San Jose
32816,185,yes,yes,Houston
32817,90,yes,no,San Fransisco
32818,-487,yes,no,Los Angeles
32819,199,yes,no,Jersey
32820,6290,yes,no,San Antonio
32821,-220,yes,no,Dallas
32822,593,yes,no,Santa Clara
32823,671,yes,no,Rosselle
32824,266,yes,no,Pittsburgh
32825,-274,yes,yes,Pennsylvania
32826,372,yes,no,Newcastle
32827,1545,yes,no,New York
32828,391,yes,no,San Jose
32829,62,no,no,Houston
32830,1631,yes,no,San Fransisco
32831,221,yes,no,Los Angeles
32832,1224,yes,no,Jersey
32833,340,yes,no,San Antonio
32834,582,yes,no,Dallas
32835,-116,yes,yes,Santa Clara
32836,0,yes,no,Rosselle
32837,528,yes,no,Pittsburgh
32838,2025,yes,no,Pennsylvania
32839,641,yes,no,Newcastle
32840,266,yes,yes,New York
32841,7785,yes,no,San Jose
32842,301,yes,no,Houston
32843,314,yes,yes,San Fransisco
32844,250,yes,no,Los Angeles
32845,2254,yes,no,Jersey
32846,817,yes,no,San Antonio
32847,396,yes,no,Dallas
32848,1728,yes,no,Santa Clara
32849,264,yes,no,Rosselle
32850,193,yes,no,Pittsburgh
32851,739,yes,no,Pennsylvania
32852,939,yes,no,Newcastle
32853,710,yes,no,New York
32854,146,yes,no,San Jose
32855,11,yes,no,Houston
32856,3688,yes,no,San Fransisco
32857,982,yes,no,Los Angeles
32858,3044,yes,yes,Jersey
32859,393,yes,no,San Antonio
32860,1105,yes,no,Dallas
32861,1802,yes,no,Santa Clara
32862,2114,yes,no,Rosselle
32863,254,no,yes,Pittsburgh
32864,-245,yes,no,Pennsylvania
32865,1126,yes,no,Newcastle
32866,879,yes,no,New York
32867,520,yes,no,San Jose
32868,658,yes,no,Houston
32869,806,no,no,San Fransisco
32870,103,yes,no,Los Angeles
32871,297,yes,no,Jersey
32872,175,yes,no,San Antonio
32873,790,yes,no,Dallas
32874,453,yes,no,Santa Clara
32875,1577,yes,no,Rosselle
32876,586,yes,yes,Pittsburgh
32877,103,yes,no,Pennsylvania
32878,19,no,no,Newcastle
32879,0,yes,no,New York
32880,557,yes,no,San Jose
32881,91,yes,no,Houston
32882,495,yes,no,San Fransisco
32883,1380,yes,no,Los Angeles
32884,165,yes,no,Jersey
32885,650,yes,yes,San Antonio
32886,3392,yes,no,Dallas
32887,381,yes,no,Santa Clara
32888,0,no,no,Rosselle
32889,0,yes,no,Pittsburgh
32890,625,yes,no,Pennsylvania
32891,258,no,yes,Newcastle
32892,732,yes,no,New York
32893,687,yes,no,San Jose
32894,441,yes,no,Houston
32895,96,yes,yes,San Fransisco
32896,194,yes,no,Los Angeles
32897,602,yes,yes,Jersey
32898,3986,yes,no,San Antonio
32899,76,yes,no,Dallas
32900,0,yes,no,Santa Clara
32901,539,yes,yes,Rosselle
32902,1130,yes,no,Pittsburgh
32903,-124,no,no,Pennsylvania
32904,-280,yes,no,Newcastle
32905,0,yes,no,New York
32906,2159,no,no,San Jose
32907,102,yes,no,Houston
32908,1389,yes,no,San Fransisco
32909,1106,yes,no,Los Angeles
32910,927,yes,no,Jersey
32911,175,yes,no,San Antonio
